"","headline","clickbait"
"25166","Three British Army soldiers killed in Iraq",0
"16234","F.B.I. and States Vastly Expand DNA Databases",0
"12832","23 Things You'll Definitely Find In Every Mexican Household",1
"31333","Champions League round of sixteen—first leg results",0
"7310","Hot Topic's New ""The Nightmare Before Christmas"" Collection Is Super Spooky",1
"1372","Are You And Your S.O. More Jack & Sally Or Morticia & Gomez",1
"9812","16 Magical Pumpkins All ""Harry Potter"" Fans Need To See",1
"22447","Thornton Helps L.S.U. Edge Butler",0
"22465","Study Halves Prediction of Rising Seas",0
"25393","Union Dissidents Vote to Secede and Realign",0
"19207","U.S. accidentally delivered nuclear missile components to Taiwan",0
"26621","US drone strike kills at least fifteen in Pakistan",0
"16604","KJ Noons stripped of EliteXC Lightweight Title",0
"27480","Sri Lanka's foreign minister killed in sniper attack",0
"23479","'Bloody Sunday Inquiry' publishes report into British Army killing of activists in Northern Ireland",0
"15222","Taylor Swift Is At A Loss Of What To Do During A Fire Alarm",1
"6558","When A Farmer Was Too Sick To Harvest His Crops, The Community Banded Together To Do It For Him",1
"21797","Kansas in Budget Deadlock",0
"29528","Two dead as earthquake strikes Kütahya, Turkey",0
"22968","Total evacuation of New Orleans planned",0
"4572","27 Perfect Prints Your Walls Wish That You'd Buy",1
"30248","Tainted Supplements Raise New Questions for Sports Leagues",0
"29803","Rocket strike near hotel in Afghan capital injures four",0
"18598","Suicide bomb kills at least twenty in northwestern Pakistan",0
"30657","U.S. Secures New Supply Routes to Afghanistan",0
"4637","21 Things You Should Never Say To A Skinny Girl",1
"26223","Governor of Illinois Calls for Increase in Income Tax",0
"8744","I Joined Tinder And All I Got Were These Stupid Best Friends",1
"3663","Which Quote In Literature Helped You Out With Your Depression",1
"6581","This Superstar Dog Is A World Record Holder For Catching 14 Balls With His Paws In One Minute",1
"8714","17 Insanely Creative Cupcakes That Are Guaranteed To Win Halloween",1
"611","How Many Iconic Early '00s Movies Have You Actually Seen",1
"24055","Alleged war criminal Radovan Karadžic caught in Serbia",0
"217","Are You More Tinker Bell Or Belle",1
"3145","15 New Words Added To The Dictionary Today",1
"25038","FBI begins widespread financial probe of 26 firms",0
"21203","Illinois man charged in Facebook harassment case",0
"27069","A.I.G. Planning Huge Bonuses After $170 Billion Bailout",0
"27639","Victims of Shooting at Iraq Clinic Include a Psychiatrist and a Young Private",0
"31564","Polar bears related to extinct Irish bears, DNA study shows",0
"10704","Taylor Swift Opened The Grammys And Fans Lost Their Damn Minds",1
"6239","27 Small But Awesome Ways To Be A Good Friend",1
"23693","Fire ruins historical building of Prague Exhibition Grounds",0
"15721","13 Charts Every Black Girl Can Relate To",1
"3631","Here's How You Should Actually Be Eating Thanksgiving Leftovers",1
"22899","China executes more people than rest of world combined, according to report",0
"22915","Thai government drops origami cranes as message of peace",0
"24210","Former British Northern Ireland secretary Mo Mowlam dies",0
"16655","1,100 evacuated due to massive Halifax brush fire",0
"14659","23 Things All People With Long, Lustrous Hair Will Understand",1
"17683","From a Festive Crowd Come Chants and Tears",0
"24558","Marketers Look to the Heavens to Honor the First Moon Walk",0
"2871","Here's What Happens When You Make Cookies With Potato Chips",1
"13092","Try Not To Get Angry At These 2015 Nail Polish Names",1
"23183","British army bomb disposal expert killed in Afghanistan",0
"9979","These Lip Challenge Fails Were So Awful That They Actually Won 2015",1
"24205","Uzbek president blames outlawed Islamist group for deaths",0
"20555","Southern Sudanese, Delivering Aid, Are Killed in Ambush",0
"23688","Lucas announces Star Wars for Blu-ray",0
"5957","12 Inspiring Fashion Illustrators To Follow On Instagram",1
"4893","Here's What 100 Years Of Black Men's Hair Trends Look Like",1
"31463","Zambian Editor Is Arrested Over Photos of a Birth",0
"21117","Lakers Leave No Doubt, but There Are Concerns",0
"29857","Civilians testify to Halliburton fraud, coercion",0
"16411","Kyrgyzstan votes on referendum for new constitution",0
"8753","Do You Know These Classic ""Star Wars"" Characters",1
"14102","A Guide To The 2015 Victoria's Secret Angels",1
"22832","6 Are Killed and 67 Hurt in Bombings in Iraq Cities",0
"27248","Lenders Pledge $31 Billion for Eastern and  Central Europe",0
"27300","House Panel Votes to Pay For Five New Helicopters",0
"20962","Anti-Bush protests turn violent in Argentina",0
"4385","If DJ Khaled Snapchat Quotes Were Motivational Posters",1
"30606","Months After Plant Closed, Most Workers Are Still Struggling",0
"19321","Fear and loathing on the campaign trail, September 2008",0
"28816","Jemaah Islamiyah leader Mas Selamat escapes from Singapore prison",0
"27040","Former first lady Nancy Reagan endorses McCain",0
"4292","Rashida Jones Doesn't Understand Why Half Of Movies Aren't About Women",1
"9939","We Know Which Celebrity You Should Marry Based On Your Sign",1
"20150","Audio Analysis: Getting a Jump on Gun Violence",0
"9209","Eggnog Pie Is The Greatest Thing To Ever Happen To Your Holiday",1
"7228","21 Reasons Americans Will Be Forever Indebted To The British",1
"7261","We Know What YA Couple You And Your Significant Other Are",1
"309","Two Rats Fought Over A Slice A Pizza In New York City Because Why Not",1
"30709","Fair Hearing Ordered in Iran for Appeal by Reporter, Saberi",0
"24827","CBC lockout enters sixth day",0
"5061","The ""PLL"" Cast Reveals What Their Characters Are Like Five Years In The Future",1
"9080","33 Questions White People Have For White People",1
"3115","What's The Love Of Your Life Up To Right Now",1
"2223","Struggles Of A Dogless Dog Lover",1
"27269","One shop defies court order, one shop returns to work in Dublin Thomas Cook occupation",0
"22296","British gemstone expert killed by mob in Voi, Kenya",0
"11723","Meet The Very First Transgender Bride On ""Say Yes To The Dress""",1
"20117","Suicide bomber kills 24 in Peshawar, Pakistan",0
"17982","Look Past 2008 Stars for Gains in Bonds",0
"8405","Drawing What Anxiety Feels Like",1
"28140","Magnitude 6.3 earthquake hits New Zealand's South Island; dozens dead",0
"12842","19 Times Barney Stinson Was The Real Romantic On ""How I Met Your Mother""",1
"21959","By Existing, a Fledgling Minor-League Hockey League Declares Victory",0
"13189","How The Kardashians Manipulated The Media To Become The Most Famous Family In The World",1
"22318","Pakistan Makes a Taliban Truce, Creating a Haven",0
"25077","Dorival Caymmi, Brazillian singer and songwriter, dies aged 94",0
"17472","Corporate Jets Sitting Out the Super Bowl",0
"21105","Pristine African Park Faces Development",0
"2761","Which Doctor From ""Grey's Anatomy"" Would Save Your Life",1
"25737","TNT blamed for Chinese karaoke bar explosion that killed 25",0
"9051","16 Celebrity Families Who Are Just Too Adorable On Instagram",1
"3572","25 Halloween Cakes That Will Scare The Shit Out Of You",1
"17455","Great Britain's most dangerous road announced",0
"6348","27 Tweets That Will Make Tall People Laugh Out Loud",1
"16255","Zimbabwe's election delay could have 'serious implications', warns UN Secretary-General",0
"31705","Rebels Raid Sri Lankan Capital",0
"503","Do You Know The Lyrics To ""How Deep Is Your Love"" By Calvin Harris And Disciples",1
"28503","Analysts Fault Europe for a Too-Tepid Stimulus Plan",0
"26671","Texas Instruments Narrows Range of Forecast",0
"18925","Killen convicted of manslaughter for 1964 civil rights workers murders",0
"21850","Tour de France: Michael Rasmussen wins stage 16",0
"18823","Departing U.S. Ambassador Warns Against Quick Withdrawal From Iraq",0
"5857","What Would The Room Of Requirement Show You",1
"2864","The Try Guys Ruin Your Childhood (With Weird Costumes)",1
"979","Which Dessert Should Be Your Valentine Based On Your Zodiac Sign",1
"3152","We Know Your Favorite Holiday Song Based On Your Favorite ""Frozen"" Song",1
"5846","Bros Give Money Advice",1
"12343","19 Words That Have A Totally Different Meaning In New Mexico",1
"2284","5 Great Books To Read In November",1
"28241","Lyricist Javed Akhtar awarded Indira Gandhi Prize",0
"16994","Death of Nancy Benoit rumour posted on Wikipedia hours prior to body being found",0
"30598","Stanford Financial Accused of a Long-Running Scheme",0
"25066","Stimulus Ideals Conflict on the Texas Prairie",0
"7574","Here's What It's Actually Like To Be With The Victoria's Secret Angels IRL",1
"22610","Laboratory fire forces evacuation of Australian National University",0
"2116","Rashida Jones Defended Her Hot Mom On Twitter",1
"17040","2008 III IDEAS Show to showcase achievements of Internet industry in Taiwan",0
"31998","Drone smartphone app to help heart attack victims in remote areas announced",0
"26598","President Mugabe bulldozes homes of 200,000 across Zimbabwe",0
"4327","If Fortune Cookies Existed For Thirtysomethings",1
"3702","We Know Your Dominant Trait Based On This Eyeliner Question",1
"6693","21 Reasons ""Harry Potter"" Is Actually The Worst Series Of All Time",1
"21519","Tour de France: One day until 'Le Grand Départ'",0
"14049","How Many Kinds Of French Fries Have You Actually Eaten",1
"5176","Ariana Grande Is MAC's Newest Spokesperson",1
"7486","7 Crucial Photo Strategies Everyone With A Big Head Should Know",1
"17636","The Strange Season of David Wright",0
"19210","Zimbabwe Opposition Party Official Arrested",0
"27764","Jury suggests the death penalty for Scott Peterson",0
"30867","Yankees Rally to Beat Lidge and Phillies in Ninth",0
"29743","Cyclist crosses Canada in 30 days for orphans",0
"18775","Clear, Which Offered Fast Airport Security Service, Closes",0
"2678","You Won't Be Able To Stop Watching This Mesmerising Rangoli Video",1
"5334","The Rock Just Won Christmas By Making These Girls' Dreams Come True",1
"16797","MST attack in Rondonia kills one man",0
"24779","2 Workers Shot to Death at a Virginia Resort",0
"25055","David Cameron responds to rioting, promises changes on policing",0
"6660","19 Weird And Wonderful Gifts For The Wine Lover In Your Life",1
"7785","19 Reasons You Should Fall In Love With A Turkish Person",1
"13418","39 Foods You Should Beg Mom To Make While You're Home For The Holidays",1
"9738","20 Celebrities Who Made A Difference In 2015",1
"25613","Iran election going to run-off, challenger alleges fraud",0
"10661","25 Genius Spaghetti Recipes You Should Know",1
"7987","Hey Ed Westwick, Why",1
"8331","Couples Reveal Their Biggest Pet Peeves",1
"1259","This Test Will Determine What Other People Find Attractive About You",1
"21573","Hedge Funds, Unhinged",0
"24124","Australian Vaulter Returns to Millrose Games as a National Hero",0
"26012","Polaroid goes bankrupt",0
"28590","Tibetan Monks and Nuns Turn Their Minds Toward Science",0
"21285","Sodas a Tempting Tax Target",0
"4103","Americans Listened To Coke Studio For The First Time And Were Pretty Damn Impressed",1
"5199","Do You Belong With The Plastics Or The Chanels",1
"21279","Seton Hall Center Leads With His Legs",0
"13006","Are These Characters From ""Fallout 3"" Or ""Fallout: New Vegas""",1
"7799","35 Times The Kardashians Were Unintentionally Funny",1
"14718","13 ""Hamilton"" Horoscopes From Tumblr You Didn't Know You Needed",1
"1654","29 Moments Jenna From ""30 Rock"" Made You Cry From Laughing",1
"16811","Russian Wikipedia reaches a quarter million articles",0
"9055","Are You More ""In The Heights"" Or ""Hamilton""",1
"30782","Chemical Firm Tells Agency of Violations",0
"11391","If ""Harry Potter"" Characters Were In ""Game Of Thrones""",1
"12554","Kylie Jenner Was The Most Liked Kardashian-Jenner On Instagram In 2015",1
"16072","To Get a Business Loan, Know How the Bank Thinks",0
"8131","Can We Guess How Often You Say The Word ""Fuck""",1
"9908","18 Ways To Bring More Sandwiches Into Your Life",1
"11629","Justin Bieber Tried To Cover Up His Selena Gomez Tattoo But ""People Still Know""",1
"582","18 Animals So Weird They're Probably Fake",1
"8768","What Type Of Themed Party Should You Throw In 2016 Based On Your Zodiac",1
"24429","'Davos man' versus 'Camp Igloo'; 42nd World Economic Forum convenes in Swiss alps",0
"18201","Illinois police departments try to reduce number of road fatalities this year",0
"11306","Can You Identify The Justin Bieber Music Video By Its YouTube Comment",1
"13351","Which Music Era Do You Actually Belong In",1
"14541","The Worst Types Of Roommates",1
"16609","Somali pirates agree to release Egyptian ship with fertiliser cargo and 28 crew",0
"11148","Can You Name The '90s R&B Track From A Single Screencap",1
"27636","Scientists discover 300 new species on island of Luzon in the Philippines",0
"22631","Judge Allows Asbestos Case to Continue",0
"5578","14 People Who've Had Their Faith Shattered By A Packet Of Lays",1
"24761","Hovind's 11th Circuit Court Appeal Denied",0
"2841","Someone Made Elsa The Villain Of ""Frozen"" And It's Everything",1
"18810","Yemeni troops search for missing hostages",0
"20993","Kenyan government and opposition agree on power sharing",0
"22154","Australian Governor-General travels to Kuwait amidst terror threats",0
"13989","Stop Everything And Make Fajitas In Your Slow Cooker",1
